ID;CLASS;EVENTS
12615;23;5 6 15 20 24 30 34 37 45 50 55 60 64 70 75 80
12616;15;3 6 13 18 23 30 35 40 43 50 54 56 63 70 74 80
12617;2;5 10 15 20 25 30 33 40 43 50 55 60 65 70 75 80
12618;8;5 10 15 20 24 30 32 40 44 50 52 60 65 70 75 80
12619;9;2 8 12 20 24 30 33 37 45 50 53 60 62 68 73 80
12620;10;2 6 11 16 22 27 33 40 41 49 55 60 64 69 73 80
12621;1;5 9 15 20 25 30 34 40 45 50 55 58 65 70 75 80
12622;17;5 10 15 20 25 29 34 40 45 49 54 60 65 69 75 80
12623;20;5 7 15 20 25 30 34 40 45 47 55 60 65 70 75 80
12624;7;4 7 14 20 25 30 34 40 45 49 55 60 65 70 75 80
12625;25;5 8 15 20 24 30 34 38 45 50 55 60 63 70 75 80
12626;19;5 10 15 20 25 30 35 38 45 48 55 60 63 70 73 80
12627;14;5 10 15 20 24 30 34 40 45 49 55 60 65 70 75 80
12628;11;5 10 15 20 25 29 34 39 45 49 55 60 65 70 75 78
12629;16;3 6 13 19 24 30 33 40 43 48 55 60 64 70 75 80
12630;18;5 7 15 20 25 30 35 40 44 50 54 58 65 70 75 80
12631;21;5 10 15 20 24 27 35 38 44 50 55 59 65 70 73 80
12632;13;5 9 15 20 25 30 33 40 45 46 53 57 65 68 75 80
12633;5;5 10 15 20 25 28 35 40 45 50 55 57 64 70 75 78
12634;3;5 10 15 20 24 30 34 40 45 50 55 58 65 70 75 78
12635;24;5 10 15 20 24 27 35 39 45 50 55 57 62 70 74 77
12636;6;3 6 13 18 24 29 34 40 45 50 55 60 64 70 75 80
12637;0;4 6 15 20 24 30 31 38 42 49 51 60 64 68 74 80
12638;4;5 6 14 20 24 27 34 40 45 49 54 60 62 70 75 80
12639;12;5 10 15 20 25 30 34 40 42 49 55 60 65 68 72 80
12640;23;5 10 15 20 24 30 34 40 44 49 55 60 65 70 75 80
12641;22;5 8 15 20 25 29 35 40 43 50 55 58 65 70 75 79
12642;15;5 10 15 20 25 30 34 40 44 50 53 57 65 70 75 80
12643;8;3 6 11 20 23 30 34 37 45 49 55 60 62 70 75 80
12644;2;3 6 13 19 24 29 34 40 45 50 55 60 63 70 75 80
12645;1;5 10 15 20 25 30 34 40 45 50 55 59 64 70 75 80
12646;9;4 8 14 20 24 30 33 38 45 50 54 60 62 69 72 80
12647;10;5 10 15 20 25 27 34 38 45 50 55 60 65 69 75 79
12648;20;5 10 15 20 25 28 31 40 45 46 55 58 65 68 74 80
12649;17;5 10 15 20 25 30 32 40 45 50 55 60 65 68 75 80
12650;19;4 6 14 18 24 29 35 39 45 50 55 57 63 70 75 77
12651;25;4 10 14 20 25 30 33 40 45 49 55 58 64 69 75 80
12652;7;5 9 15 20 25 30 34 40 45 49 55 59 65 70 75 80
12653;11;5 10 15 20 25 30 34 40 45 49 55 60 65 70 75 80
12654;14;3 6 13 17 23 30 34 40 45 49 55 60 64 70 75 80
12655;3;5 8 14 20 25 28 34 40 45 48 54 58 64 70 75 80
12656;21;5 6 15 19 24 27 35 39 43 50 55 59 64 70 73 80
12657;18;5 7 15 20 24 30 34 40 45 50 55 59 64 70 75 79
12658;13;5 10 15 20 24 30 34 40 42 46 55 60 65 70 72 80
12659;5;4 8 15 20 24 28 35 40 45 50 55 57 64 70 75 78
12660;16;5 8 15 20 25 30 35 40 41 48 55 60 65 70 75 80
12661;24;4 10 15 20 23 28 35 39 42 50 55 60 63 70 72 80
12662;6;2 6 12 17 23 30 34 40 44 50 55 60 64 70 75 80
12663;0;5 10 15 20 25 30 34 40 44 49 55 60 65 70 75 76
12664;12;5 10 15 20 25 30 35 40 44 46 55 60 65 70 75 80
12665;4;5 8 15 20 25 30 33 38 45 50 52 60 64 70 75 80
12666;23;5 10 15 20 25 30 34 37 45 50 55 60 65 70 75 80
12667;15;5 10 15 20 24 27 35 40 42 50 55 56 63 70 75 80
12668;22;5 9 15 20 25 30 35 38 42 48 55 60 65 70 73 80
12669;20;4 7 14 20 23 30 31 40 45 49 55 60 65 70 72 80
12670;8;3 9 14 20 25 30 33 37 44 50 54 57 65 70 75 80
12671;2;4 8 14 20 24 30 34 40 45 50 55 60 63 70 75 80
12672;9;3 6 13 19 23 30 32 40 45 50 55 60 62 69 72 80
12673;1;5 9 15 20 25 30 33 40 45 50 55 59 65 70 75 80
12674;10;3 6 13 19 24 28 34 40 45 48 55 60 65 70 75 80
12675;17;4 6 15 19 24 30 34 39 45 50 53 59 64 69 75 80
12676;19;5 10 15 20 25 30 35 37 45 48 55 60 63 70 73 80
12677;3;5 8 15 20 24 28 34 40 45 49 55 58 65 70 75 80
12678;25;5 9 15 20 24 30 34 38 45 50 55 59 63 69 75 80
12679;7;5 6 15 20 24 30 34 40 41 49 53 60 65 70 72 80
12680;14;5 10 15 20 25 30 34 40 45 49 55 60 65 69 75 80
12681;11;5 10 15 20 24 27 31 39 45 46 51 59 62 69 73 78
12682;13;4 6 14 20 24 30 34 40 45 49 55 58 65 70 74 79
12683;21;3 6 13 19 23 27 35 40 43 50 55 59 64 70 73 80
12684;18;5 10 15 20 25 30 34 40 45 50 55 60 64 70 75 79
12685;5;5 10 15 20 25 30 35 39 45 50 55 57 64 70 74 80
12686;16;3 6 12 17 23 30 34 40 44 48 55 60 64 70 75 80
12687;24;2 6 12 16 22 30 35 38 42 48 55 60 63 70 72 80
12688;6;4 8 14 20 24 30 33 40 45 48 54 60 63 70 75 80
12689;0;4 10 15 20 24 30 33 39 41 49 51 60 65 69 73 80
12690;12;4 6 14 18 24 30 33 40 44 48 55 58 65 68 74 79
12691;4;5 8 15 20 24 30 34 38 45 50 55 60 64 70 75 80
12692;23;5 10 15 20 25 30 34 37 45 50 55 60 65 70 75 80
12693;15;5 10 15 20 25 29 35 40 43 50 54 56 64 70 75 80
12694;22;5 10 15 20 25 27 34 38 44 49 55 60 65 70 74 78
12695;20;5 9 15 20 25 27 34 40 45 50 55 60 65 70 75 77
12696;1;3 6 13 17 24 30 34 40 45 49 55 58 63 70 75 80
12697;8;3 8 13 20 24 30 35 37 45 50 55 59 62 70 73 80
12698;2;5 8 15 20 25 28 34 39 45 50 55 60 65 70 75 80
12699;9;4 8 15 20 24 30 33 38 45 50 52 60 62 70 72 80
12700;19;5 10 15 20 24 30 35 37 45 49 55 60 62 70 72 80
12701;10;5 10 15 20 25 27 34 38 45 50 55 60 65 70 75 79
12702;17;5 10 15 20 25 30 34 39 45 50 52 59 65 67 75 80
12703;3;5 9 15 20 25 30 34 40 45 49 55 58 65 69 75 79
12704;11;4 6 13 20 23 26 31 40 45 46 51 57 62 70 72 80
12705;14;5 9 15 20 25 30 34 40 45 49 55 60 65 69 75 80
12706;7;4 8 15 20 25 29 34 40 45 49 55 60 65 70 75 80
12707;25;4 6 15 20 24 30 31 38 45 49 52 58 63 70 75 80
12708;13;3 6 13 19 24 30 34 40 44 49 55 59 65 70 74 79
12709;21;5 10 15 20 25 30 34 40 44 50 55 57 65 70 75 80
12710;5;4 7 14 20 24 29 35 38 45 50 55 56 63 70 74 80
12711;18;5 9 15 20 25 29 35 40 45 50 55 58 64 70 75 78
12712;16;3 6 12 17 23 30 34 40 44 48 55 60 64 70 75 80
12713;24;5 8 15 20 25 30 34 40 45 46 55 59 65 70 75 80
12714;0;4 7 15 20 23 30 31 39 41 50 51 60 65 68 74 80
12715;6;4 6 14 20 24 29 34 40 45 49 55 60 65 69 75 80
12716;12;3 6 13 17 24 30 34 40 43 48 55 60 65 67 73 80
12717;4;4 7 15 20 25 29 34 39 45 50 55 60 65 70 75 80
12718;23;5 10 15 20 25 30 33 39 45 49 54 57 65 70 75 80
12719;15;5 7 15 20 25 29 35 40 41 50 55 57 65 70 75 80
12720;20;5 6 15 20 24 27 34 40 45 50 55 60 65 70 74 78
12721;22;2 6 12 17 23 30 34 40 41 49 55 60 65 70 72 80
12722;1;3 6 14 18 24 30 34 39 45 50 54 58 65 69 75 80
12723;8;2 10 11 20 22 30 34 40 44 49 55 60 62 70 72 80
12724;19;4 8 14 20 24 29 35 37 45 50 55 59 62 70 72 80
12725;9;3 6 14 19 23 30 33 39 45 50 55 60 62 69 72 80
12726;2;2 6 12 17 22 29 34 40 45 49 55 60 62 70 75 80
12727;17;5 10 15 20 25 30 34 39 44 50 53 60 65 70 75 80
12728;10;5 10 15 20 25 30 33 37 45 50 52 60 65 69 75 80
12729;3;4 9 14 20 25 30 34 40 45 49 55 58 65 68 75 79
12730;13;5 8 15 20 24 30 34 39 45 50 54 58 65 70 73 80
12731;11;5 10 15 20 25 30 34 39 45 48 55 60 65 70 75 80
12732;14;5 10 15 20 25 30 34 40 45 50 55 60 65 70 75 79
12733;7;5 10 15 20 24 30 34 39 44 50 55 59 65 70 75 80
12734;25;4 8 15 20 25 30 34 38 45 49 55 60 62 70 75 80
12735;16;5 8 15 20 24 30 34 40 45 47 55 60 65 70 75 80
12736;21;4 6 15 19 24 30 35 38 43 49 55 60 64 70 73 80
12737;5;2 6 11 17 22 27 35 40 43 50 55 59 62 70 74 80
12738;18;3 9 13 20 24 30 34 40 45 49 53 58 64 69 75 80
12739;24;5 6 15 20 25 30 34 40 43 48 55 60 65 70 75 77
12740;0;5 9 15 20 24 30 31 40 43 50 51 60 64 68 74 80
12741;6;5 10 15 20 25 30 35 40 43 48 55 60 65 70 75 80
12742;15;4 6 15 19 24 30 35 39 44 50 53 56 63 70 75 80
12743;23;5 6 15 20 24 30 34 40 44 49 55 60 65 70 75 80
12744;4;4 9 14 20 25 29 33 39 45 49 55 60 65 70 75 80
12745;12;5 9 15 20 25 30 33 40 45 49 55 60 65 67 74 80
12746;20;5 10 15 20 25 30 34 40 45 48 55 60 65 70 75 78
12747;22;4 6 13 18 23 30 34 40 41 49 55 60 65 70 72 80
12748;19;5 10 15 20 25 30 34 38 45 50 54 60 65 70 75 80
12749;1;4 7 15 20 25 30 34 40 45 49 55 58 64 70 75 80
12750;8;1 7 11 20 22 30 34 40 43 49 55 60 62 70 72 80
12751;3;5 7 15 20 24 30 32 38 45 50 52 60 65 70 75 80
12752;9;1 6 11 16 22 30 31 40 43 50 53 60 62 69 72 80
12753;2;5 9 15 20 24 28 34 40 45 49 55 60 63 70 75 80
12754;17;4 8 14 20 24 28 35 40 44 49 53 60 65 69 75 80
12755;10;4 7 14 20 25 30 35 40 44 49 54 60 65 69 75 80
12756;13;5 10 15 20 25 28 35 40 44 50 55 60 65 70 72 80
12757;11;5 9 15 20 25 30 34 40 45 49 55 60 65 70 75 80
12758;14;5 9 15 20 25 30 32 40 44 48 53 59 65 70 75 80
12759;16;5 9 15 20 25 30 33 40 44 50 55 60 65 70 75 80
12760;7;3 7 13 20 24 30 33 40 42 49 55 60 65 70 72 80
12761;25;5 9 15 20 24 30 34 40 45 50 55 60 62 70 75 80
12762;21;5 10 15 20 25 30 34 39 42 49 55 60 65 70 75 80
12763;5;5 9 15 20 25 30 34 37 45 50 54 57 65 70 75 79
12764;18;4 6 15 19 24 30 34 39 45 50 54 60 63 70 75 80
12765;24;3 6 14 20 24 30 35 37 45 49 55 60 63 70 74 80
12766;15;3 8 14 20 24 29 35 40 44 50 55 56 63 70 75 79
12767;6;4 8 15 20 24 30 33 40 45 48 55 60 64 70 75 80
12768;0;5 10 15 20 25 30 31 40 43 50 51 60 64 68 74 80
12769;12;3 6 13 17 24 29 33 40 44 49 55 60 65 67 73 80
12770;4;3 6 12 17 23 28 34 40 45 49 55 60 62 70 75 80
12771;23;5 6 15 20 24 30 34 40 44 49 55 60 65 70 75 80
12772;20;5 7 15 20 24 29 34 40 45 50 55 60 65 70 73 80
12773;19;5 10 15 20 24 28 35 39 45 50 55 56 64 70 75 76
12774;22;5 10 15 20 25 30 34 40 42 49 55 60 65 70 72 80
12775;1;4 6 13 20 24 30 34 40 45 49 55 59 64 70 75 80
12776;8;5 10 14 20 24 30 34 39 45 50 53 57 64 70 75 80
12777;3;5 10 15 20 25 30 34 40 45 50 54 58 65 70 75 80
12778;17;5 9 15 20 25 30 33 40 44 50 54 59 65 70 75 79
12779;9;4 7 14 20 23 30 33 39 45 50 55 60 63 68 73 80
12780;2;4 8 14 20 24 27 34 40 45 50 55 60 63 70 75 80
12781;13;4 8 15 20 24 30 35 40 45 49 55 59 65 70 74 79
12782;11;4 10 14 20 23 26 31 40 45 46 51 59 62 70 72 80
12783;10;5 10 15 20 24 30 34 39 45 50 55 60 65 70 75 80
12784;16;3 6 13 18 23 30 33 40 45 48 55 60 65 70 75 80
12785;14;5 10 15 20 25 30 31 40 45 50 53 60 65 68 75 80
12786;21;3 6 13 18 23 28 35 38 42 50 55 59 64 70 72 80
12787;25;5 9 15 20 24 29 34 40 45 49 55 60 63 70 75 80
12788;7;5 10 15 20 25 30 33 40 45 49 55 57 65 70 75 79
12789;5;5 10 15 20 25 29 35 39 45 50 55 57 64 70 75 80
12790;24;5 9 15 20 25 30 33 40 45 46 55 59 65 70 75 80
12791;18;5 9 15 20 24 30 34 40 45 47 55 60 62 70 75 80
12792;15;4 8 13 20 24 27 35 40 43 50 55 57 64 70 75 80
12793;6;5 9 15 20 25 30 35 40 42 49 55 60 65 70 75 80
12794;0;5 10 15 20 25 30 32 39 41 49 51 60 64 69 75 80
12795;12;5 9 15 20 25 27 34 40 45 50 55 60 65 70 75 80
12796;4;5 9 15 20 25 30 34 40 45 49 54 60 65 70 75 80
12797;23;3 6 13 19 24 30 34 39 45 48 55 60 64 70 75 80
12798;20;5 9 15 20 24 29 35 40 45 47 55 60 65 70 73 80
12799;19;5 10 15 20 25 29 35 40 45 50 55 57 65 70 74 77
12800;1;5 10 15 20 25 30 34 40 44 49 55 60 65 70 75 80
12801;22;5 10 15 20 25 27 35 38 43 50 55 60 65 70 74 79
12802;3;5 6 15 20 24 28 33 40 45 47 53 57 65 70 75 80
12803;8;2 6 11 19 23 30 34 37 45 49 55 60 62 70 75 80
12804;16;5 6 15 20 25 30 33 40 44 47 55 60 65 70 75 80
12805;9;3 7 13 20 23 30 31 39 45 50 51 60 62 70 72 80
12806;17;5 10 15 20 25 30 34 39 45 50 51 58 65 69 75 80
12807;2;5 10 15 20 24 29 35 40 45 50 55 60 64 70 75 80
12808;13;4 8 13 20 24 30 34 40 42 47 55 60 65 70 72 80
12809;11;5 10 15 20 24 27 31 39 45 47 51 60 63 68 75 79
12810;10;5 6 15 20 24 27 33 40 42 49 55 60 65 69 75 80
12811;5;4 8 13 20 23 26 35 40 45 50 55 60 62 70 74 79
12812;14;3 6 12 17 23 30 34 40 45 49 55 60 64 70 75 80
12813;21;5 7 15 20 24 30 35 39 41 46 55 60 65 70 75 80
12814;25;3 6 14 19 24 30 34 38 45 50 55 60 63 70 75 80
12815;7;5 9 14 20 24 30 34 40 41 49 54 60 65 70 72 80
12816;15;5 10 15 20 25 29 35 39 44 50 55 56 65 70 75 79
12817;24;3 6 14 20 24 29 35 37 45 50 55 60 63 70 74 80
12818;18;5 9 15 20 25 30 34 40 45 47 55 60 62 70 75 80
12819;0;5 10 15 20 25 30 31 38 42 50 51 60 65 67 75 80
12820;6;5 9 14 20 24 29 34 40 45 50 55 60 64 69 75 80
12821;12;5 10 15 20 25 30 34 39 43 50 53 59 65 66 75 79
12822;23;5 10 15 20 25 30 32 38 45 50 51 59 65 70 75 80
12823;4;4 6 15 20 24 29 34 38 45 50 55 60 64 70 75 80
12824;20;5 10 15 20 25 27 34 40 45 50 55 60 65 70 74 79
12825;19;5 10 15 20 24 27 35 39 45 50 55 56 64 70 75 76
12826;3;3 7 13 20 24 29 34 40 45 48 55 58 65 70 75 80
12827;22;5 10 15 20 25 27 35 38 42 50 55 60 65 70 74 80
12828;1;4 7 15 20 25 30 33 40 44 49 55 60 65 70 75 80
12829;16;3 6 13 19 24 30 34 40 43 48 55 60 64 70 75 80
12830;8;4 9 14 20 24 28 35 37 45 50 55 59 62 70 73 80
12831;13;5 10 15 20 24 30 34 40 42 46 55 60 65 70 72 80
12832;9;5 10 15 20 25 30 34 38 45 50 52 59 62 69 72 80
12833;17;3 6 14 19 24 30 34 39 45 50 53 59 64 69 75 80
12834;2;2 6 12 17 22 30 34 40 45 49 55 60 62 70 75 80
12835;11;5 10 14 20 23 26 31 40 45 46 51 57 62 70 72 80
12836;5;2 6 11 16 22 27 35 40 42 50 55 58 62 70 74 80
12837;10;5 10 15 20 25 27 34 40 45 50 55 60 65 70 75 79
12838;14;5 9 15 20 25 30 35 40 45 48 55 60 65 70 75 80
12839;21;5 9 15 20 24 27 35 40 44 50 55 59 64 70 73 80
12840;15;5 6 15 20 25 30 35 38 43 49 55 58 65 70 75 78
12841;24;3 6 13 19 23 30 35 37 45 49 55 60 63 70 73 80
12842;7;5 10 15 20 24 30 32 40 42 49 55 60 65 70 72 80
12843;25;3 6 15 19 24 30 34 38 45 50 55 60 63 70 75 80
12844;0;5 10 15 20 25 30 34 39 45 49 55 59 65 70 75 78
12845;18;5 10 15 20 24 30 34 40 45 47 55 57 62 70 75 80
12846;6;3 6 12 18 23 30 34 40 45 48 55 60 64 70 75 80
12847;12;5 10 15 20 25 30 34 40 45 48 55 60 65 68 74 80
12848;23;3 6 13 18 23 30 34 37 45 50 55 60 64 70 74 80
12849;4;5 10 15 20 25 27 34 40 45 50 55 60 64 70 75 78
12850;20;5 6 15 20 24 27 34 40 45 50 55 60 65 70 74 78
12851;19;5 6 15 19 24 29 35 38 45 50 55 56 63 70 75 77
12852;3;5 10 15 20 25 30 33 39 45 50 54 59 65 69 75 78
12853;1;5 10 15 20 25 29 34 40 45 50 55 60 65 69 75 80
12854;22;5 6 14 18 24 27 35 39 42 50 55 59 65 70 73 79
12855;15;4 6 14 20 24 28 35 40 44 50 55 56 63 70 75 80
12856;8;2 6 11 20 22 30 34 40 44 49 55 60 62 70 72 80
12857;13;4 6 15 18 24 29 35 39 44 50 55 59 65 70 72 80
12858;17;5 10 15 20 25 30 34 40 45 50 53 59 65 68 75 80
12859;9;5 6 15 20 25 30 34 40 44 48 54 60 65 70 75 80
12860;16;5 10 15 20 24 30 34 40 45 48 55 60 65 70 75 80
12861;2;5 6 15 20 24 29 34 40 45 50 55 60 63 70 75 80
12862;11;5 9 15 20 25 30 32 40 44 48 55 59 65 70 75 80
12863;5;5 10 15 20 25 30 35 39 45 50 54 56 65 70 75 80
12864;10;4 9 15 20 25 28 33 40 45 49 55 60 65 70 75 80
12865;14;4 9 14 20 24 30 34 40 44 50 55 60 65 70 75 80
12866;21;3 6 14 18 23 30 35 39 43 49 55 60 64 70 73 80
12867;24;2 6 12 17 22 30 35 38 42 49 55 60 63 70 72 80
12868;0;5 9 15 20 25 30 31 38 42 48 51 59 64 68 74 80
12869;7;5 6 14 20 24 30 34 40 41 49 54 60 65 70 72 80
12870;25;3 6 14 19 23 30 34 38 45 50 55 59 63 70 75 79
12871;18;3 7 13 20 24 30 34 40 45 49 54 60 64 70 75 80
12872;6;4 6 14 20 24 29 33 40 45 50 55 60 64 70 75 80
12873;12;5 9 15 20 25 30 33 40 45 48 55 58 65 69 75 79
12874;23;4 7 15 20 24 30 34 40 45 48 55 58 65 70 75 80
12875;4;5 10 15 20 25 30 34 40 44 50 55 60 65 70 75 80
12876;20;4 6 15 19 24 29 34 40 45 49 55 60 65 70 73 80
12877;19;4 7 15 20 25 29 34 39 45 50 55 60 65 69 75 79
12878;3;5 10 15 20 25 30 33 40 45 50 54 59 65 70 75 78
12879;1;5 8 15 20 25 30 33 40 45 50 55 59 65 70 75 80
12880;15;3 6 13 18 23 29 35 40 44 50 55 56 63 70 75 79
12881;22;5 9 15 20 24 30 34 40 41 49 55 60 65 70 72 80
12882;13;5 6 15 20 24 30 34 40 42 46 55 60 65 70 72 80
12883;8;4 10 14 20 24 30 34 37 45 50 55 60 62 70 73 80
12884;16;5 10 15 20 24 30 34 40 45 47 55 60 65 70 75 80
12885;17;4 7 14 20 24 30 34 40 45 49 54 58 65 69 75 80
12886;9;4 8 14 20 24 30 34 37 45 50 54 60 62 69 73 79
12887;11;2 6 13 17 23 29 31 37 45 49 51 60 62 69 74 80
12888;2;5 10 15 20 25 29 33 40 44 50 55 60 65 70 75 80
12889;5;5 9 15 20 25 30 35 39 45 50 55 58 64 70 74 80
12890;14;3 6 13 18 24 30 34 40 44 50 54 60 64 70 74 80
12891;10;5 10 15 20 25 27 34 38 45 50 55 60 65 70 75 79
12892;21;4 6 14 18 23 28 35 40 43 50 55 58 64 70 73 80
12893;24;4 6 15 19 24 30 35 37 45 47 55 59 63 70 74 80
12894;0;4 10 15 20 25 30 31 38 42 49 51 60 64 68 75 79
12895;12;5 10 15 20 25 30 33 40 45 48 55 59 65 70 75 79
12896;7;5 10 15 20 25 30 33 39 45 50 55 59 65 70 75 80
12897;25;5 10 14 20 25 29 34 40 45 49 55 60 64 70 75 80
12898;18;4 9 14 20 24 30 34 40 45 49 55 60 64 70 75 80
12899;6;5 6 15 20 24 30 34 40 45 50 55 60 64 70 75 80
12900;23;5 10 15 20 25 29 34 39 45 50 55 60 65 70 75 79
12901;20;5 10 14 20 24 30 32 40 45 49 55 60 65 70 72 80
12902;4;4 6 15 19 24 29 35 38 45 50 55 60 64 70 75 79
12903;19;3 8 14 20 24 29 35 39 45 50 55 59 63 70 73 80
12904;3;4 6 15 19 24 30 33 39 45 50 52 58 64 70 74 80
12905;15;4 8 15 20 25 30 35 40 41 50 55 58 65 70 75 80
12906;1;5 10 15 20 25 30 34 40 45 50 54 58 65 70 75 80
12907;22;5 10 15 20 25 26 35 38 43 50 55 60 65 70 74 79
12908;13;5 6 15 20 25 30 33 40 45 50 54 59 65 70 75 77
12909;8;2 7 12 20 23 30 34 37 45 49 55 60 62 70 75 80
12910;16;5 10 14 20 24 30 32 40 45 50 55 60 65 70 75 80
12911;17;5 10 15 20 25 30 33 39 45 50 54 60 65 70 75 80
12912;5;5 10 15 20 25 29 35 40 45 50 55 60 65 70 75 80
12913;9;5 10 15 20 24 30 31 40 44 50 51 60 62 69 72 80
12914;11;4 10 15 20 24 26 31 40 45 46 51 58 62 69 73 78
12915;21;5 10 15 20 25 30 32 40 42 50 55 60 65 70 75 80
12916;2;4 10 15 20 25 28 34 40 45 50 55 60 64 70 75 80
12917;14;5 10 15 20 25 30 34 40 44 49 55 60 65 70 75 80
12918;10;3 6 13 18 24 28 34 40 45 49 55 60 65 70 75 80
12919;24;4 9 15 20 24 30 35 37 45 46 55 60 63 70 74 80
12920;0;5 10 15 20 25 30 31 39 43 50 51 60 65 69 75 80
12921;12;3 6 12 17 23 30 34 40 41 49 55 60 65 68 72 80
12922;6;5 9 14 20 24 30 34 40 45 50 55 60 64 70 75 80
12923;25;5 6 15 20 24 30 34 40 45 50 55 60 62 70 75 80
12924;7;5 9 15 20 25 30 33 40 45 49 55 59 65 70 75 80
12925;18;5 10 15 20 25 30 34 40 45 49 55 60 65 70 75 80
12926;23;4 10 14 20 23 30 34 40 44 49 55 60 65 70 75 80
12927;20;5 10 14 20 25 30 32 40 45 49 55 60 65 70 72 80
12928;4;5 10 15 20 25 30 35 40 42 48 55 60 65 69 75 80
12929;19;5 10 15 20 25 30 35 38 45 49 55 60 63 70 73 80
12930;3;5 10 15 20 25 29 34 40 45 48 54 57 64 70 75 80
12931;15;5 10 15 20 25 30 35 38 45 50 55 57 65 70 75 80
12932;1;5 10 15 20 25 30 33 40 45 50 53 60 65 69 75 80
12933;13;5 10 15 20 25 30 34 40 44 49 54 57 65 70 75 77
12934;22;4 6 14 18 24 30 35 39 42 47 55 60 65 70 72 80
12935;16;4 6 14 20 24 30 35 40 42 48 55 60 64 70 75 80
12936;8;2 6 11 17 22 30 34 37 45 50 55 60 62 70 72 80
12937;5;4 6 15 18 24 29 35 38 45 50 55 56 63 70 73 80
12938;17;4 9 13 20 25 28 35 40 43 49 54 60 64 69 75 80
12939;9;5 10 14 20 24 30 31 39 45 50 51 59 62 70 72 80
12940;11;5 10 15 20 25 30 31 39 44 50 55 60 65 70 75 80
12941;24;5 9 15 20 24 28 35 38 42 50 55 60 64 70 72 80
12942;21;5 6 15 20 23 30 34 40 43 48 55 60 65 70 72 80
12943;2;2 6 12 17 22 29 34 40 45 49 55 60 62 70 75 80
12944;14;3 6 13 20 24 30 34 40 44 50 55 60 64 70 74 80
12945;10;5 10 15 20 25 30 34 40 44 49 55 59 65 68 75 80
12946;0;3 6 14 20 23 30 32 39 41 48 51 60 64 69 74 80
12947;12;5 6 15 20 25 30 34 40 42 49 55 60 65 68 72 80
12948;6;4 6 14 18 24 30 34 40 45 49 55 60 65 69 75 80
12949;23;5 8 15 20 25 30 34 38 45 49 55 60 65 70 75 80
12950;18;4 6 14 20 24 30 34 40 45 49 55 59 64 70 75 80
12951;7;5 6 15 20 25 30 34 40 45 49 55 60 65 70 75 80
12952;25;3 6 14 18 23 30 34 38 45 50 55 60 63 70 75 80
12953;20;4 8 14 20 24 30 32 40 44 49 55 60 65 70 72 80
12954;4;5 10 15 20 24 30 33 40 45 50 55 60 64 70 75 80
12955;19;4 7 15 20 24 28 35 37 45 50 55 59 62 70 72 80
12956;3;5 10 15 20 24 28 34 40 45 48 54 58 65 70 75 80
12957;15;2 6 13 17 23 30 35 39 43 50 54 56 63 70 74 80
12958;13;2 6 11 17 22 30 34 40 41 48 55 60 65 70 72 80
12959;1;5 10 15 20 25 30 33 40 45 48 55 58 65 70 75 80
12960;16;4 9 14 20 25 30 34 40 45 48 54 60 64 70 75 80
12961;22;5 8 15 20 25 29 35 40 42 50 55 59 65 70 74 79
12962;24;2 6 13 18 23 30 35 37 45 47 55 60 63 70 73 80
12963;8;4 7 14 20 24 30 34 37 45 50 55 60 62 70 73 80
12964;17;5 10 15 20 25 30 34 40 45 50 53 59 65 69 75 80
12965;5;4 6 15 20 25 30 35 40 44 49 55 59 65 70 75 80
12966;9;5 10 15 20 25 30 33 38 45 50 53 60 63 68 74 78
12967;11;5 10 15 20 24 30 31 39 43 50 55 60 65 70 75 80
12968;21;5 8 14 20 24 27 35 38 42 50 55 60 64 70 73 80
12969;14;5 10 15 20 25 30 34 40 44 49 55 60 65 70 75 80
12970;2;5 8 15 20 24 27 35 40 45 50 55 60 63 70 74 79
12971;0;4 9 15 20 25 30 34 40 44 48 55 60 65 69 75 77
12972;10;5 10 15 20 25 30 33 37 45 50 52 60 65 70 75 80
12973;12;5 6 15 20 24 30 34 40 41 48 55 60 65 68 72 80
12974;6;5 10 13 20 24 30 33 40 42 50 55 60 65 70 75 80
12975;23;3 6 14 17 23 29 34 38 45 50 55 60 64 70 75 80
12976;18;5 10 15 20 25 28 35 39 45 50 55 59 65 69 75 80
12977;20;5 10 15 20 25 27 34 40 45 50 55 60 65 70 73 80
12978;7;5 8 15 20 25 29 33 40 44 48 54 60 64 69 75 80
12979;25;5 10 15 20 25 30 34 39 45 50 55 60 63 70 75 80
12980;19;3 6 13 18 23 29 35 38 45 50 55 60 63 70 73 80
12981;4;5 10 15 20 25 29 35 40 45 49 55 60 65 70 75 80
12982;3;5 10 15 20 24 28 34 40 45 50 55 58 65 70 75 80
12983;15;2 6 13 18 23 30 34 40 43 50 54 56 63 70 74 80
12984;13;5 10 15 20 25 30 33 40 45 50 51 56 65 70 73 80
12985;1;5 9 15 20 25 30 34 40 45 49 54 58 64 69 75 80
12986;16;5 10 15 20 24 30 32 40 45 50 52 60 65 70 75 80
12987;22;5 8 15 20 25 29 35 40 43 50 55 59 65 70 75 77
12988;24;5 9 15 20 24 27 35 38 45 50 55 58 62 70 74 78
12989;8;5 10 15 20 25 30 33 38 45 49 55 60 62 70 75 80
12990;5;3 9 13 20 24 26 35 40 45 50 55 60 62 70 74 80
12991;17;4 9 14 20 24 28 35 40 44 49 53 60 65 69 75 80
12992;11;4 10 14 20 24 26 31 39 45 46 51 60 62 70 72 80
